"","Author","Book","District","State","Notes","BanDate"
"4181","Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Indian River County School","Florida",NA,"November 2021"
"4182","Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Polk County Schools","Florida",NA,"January 2022"
"4183","Lockhart, E.","Real Live Boyfriends: Yes. Boyfriends, Plural. If My Life Weren't Complicated, I Wouldn't Be Ruby Oliver","Fredericksburg ISD","Texas",NA,"March 2022"
"4184","Lockington, Mariama J.","For Black Girls Like Me","Bristow Public Schools","Oklahoma",NA,"October 2021"
"4185","Lockington, Mariama J.","For Black Girls Like Me","Central York","Pennsylvania",NA,"September 2021"
"4186","London, Alex","Guardian (Proxy Series)","Granbury Independent School District","Texas",NA,"January 2022"
"4187","London, Alex","Guardian (Proxy Series)","North East","Texas",NA,"December 2021"
"4188","London, Alex","Proxy (Proxy Series)","Granbury Independent School District","Texas",NA,"January 2022"
"4189","London, Alex","Proxy (Proxy Series)","North East","Texas",NA,"December 2021"
"4190","Lookadoo, Justin","The Dateable Rules: A Guide to the Sexes","Granbury Independent School District","Texas",NA,"January 2022"
"4191","Love, Bettina L.","We Want to Do More Than Survive: Abolitionist Teaching and the Pursuit of Educational Freedom","Central York","Pennsylvania",NA,"September 2021"
"4192","Love, Jessica","Julián at the Wedding (Julián Series)","North East","Texas",NA,"December 2021"
"4193","Love, Jessica","Julián Is a Mermaid (Julián Series)","Central York","Pennsylvania",NA,"September 2021"
"4194","Lucas, Chad","Thanks a Lot, Universe","Indian River County School","Florida",NA,"November 2021"
"4195","Ludwig, Trudy","The Power of One: Every Act of Kindness Counts","Central York","Pennsylvania",NA,"September 2021"
"4196","Lukavics, Amy","Daughters Unto Devils","Granbury Independent School District","Texas",NA,"January 2022"
"4197","Lukavics, Amy","Daughters Unto Devils","North East","Texas",NA,"December 2021"
"4198","Lukoff, Kyle","Call Me Max (Max and Friends Series)","Carmel Clay Schools","Indiana",NA,"July 2021"
"4199","Lumumba, Chokwe","Reparations, Yes!: The Legal And Political Reasons Why New Afrikans, Black People In North America, Should Be Paid Now For The Enslavement Of Our Ancestors","Central York","Pennsylvania",NA,"September 2021"
"4200","Lundin, Britta","Ship It","North East","Texas",NA,"December 2021"
"4201","Lurie, April","The Less-dead","North East","Texas",NA,"December 2021"
"4202","Lyiscott, Jamila","Black Appetite. White Food.: Issues of Race, Voice, and Justice Within and Beyond the Classroom","Central York","Pennsylvania",NA,"September 2021"
"4203","Lyon, George Ella","Sonny's House of Spies","Granbury Independent School District","Texas",NA,"January 2022"
"4204","Lyon, George Ella","Sonny's House of Spies","North East","Texas",NA,"December 2021"
"4205","Lyons, Kelly Starling","Sing a Song: How ""Lift Every Voice and Sing"" Inspired Generations","Central York","Pennsylvania",NA,"September 2021"
"4206","Maas, Sarah J.","A Court of Frost and Starlight","Bristow Public Schools","Oklahoma",NA,"October 2021"
"4207","Maas, Sarah J.","A Court of Mist and Fury","Brevard County Public Schools","Florida",NA,"March 2022"
"4208","Maas, Sarah J.","A Court of Mist and Fury","Indian River County School","Florida",NA,"November 2021"
"4209","Mac, Carrie","10 Things I Can See From Here","North East","Texas",NA,"December 2021"
"4210","Mac, Carrie","Charmed","Indian River County School","Florida",NA,"November 2021"
"4211","Mac, Carrie","Crush","North East","Texas",NA,"December 2021"
"4212","Mac, Carrie","The Way Back","North East","Texas",NA,"December 2021"
"4213","Machado, Carmen Maria","In the Dream House","Leander","Texas",NA,"Fall 2021"
"4214","Machado, Carmen Maria","In the Dream House","North East","Texas",NA,"December 2021"
"4215","Madison, Megan","Our Skin: A First Conversation About Race","Westfield","New Jersey",NA,"Fall 2021"
"4216","Maillard, Kevin Noble","Fry Bread: A Native American Family Story","Central York","Pennsylvania",NA,"September 2021"
"4217","Maison, Corey","Identity: A Story of Transitioning","North East","Texas",NA,"December 2021"
"4218","Malik, Kenan","Strange Fruit: Why Both Sides Are Wrong in the Race Debate","Indian River County School","Florida",NA,"November 2021"
"4219","Manzer, Jenny","My Life as a Diamond","North East","Texas",NA,"December 2021"
"4220","Marcovitz, Hal","Teens & Sex","North East","Texas",NA,"December 2021"
"4221","MariNaomi","Losing the Girl: Book 1 (Life on Earth)","Katy","Texas",NA,"November 2021"
"4222","Marley, Bob","Get Up, Stand Up","Central York","Pennsylvania",NA,"September 2021"
"4223","Marsalis, Wynton","Squeak, Rumble, Whomp! Whomp! Whomp!: A Sonic Adventure","Central York","Pennsylvania",NA,"September 2021"
"4224","Martinez-Neal, Juana","Alma and How She Got Her Name","Central York","Pennsylvania",NA,"September 2021"
"4225","Maskame, Estelle","Did I Mention I Need You? (DIMILY Series)","Indian River County School","Florida",NA,"November 2021"
"4226","Mathieu, Jennifer","The Truth About Alice: A Novel","Indian River County School","Florida",NA,"November 2021"
"4227","McAdam, Tash","Blood Sport","North East","Texas",NA,"December 2021"
"4228","McBride, Sarah","Tomorrow Will Be Different: Love, Loss, and the Fight for Trans Equality","North East","Texas",NA,"December 2021"
"4229","McClintock, Norah","Masked","Granbury Independent School District","Texas",NA,"January 2022"
"4230","McClintock, Norah","Masked","North East","Texas",NA,"December 2021"
"4231","McCormick, Patricia","Sold","Brevard County Public Schools","Florida",NA,"March 2022"
"4232","McCormick, Patricia","Sold","Indian River County School","Florida",NA,"November 2021"
"4233","McCormick, Patricia","Sold","Fredericksburg ISD","Texas",NA,"March 2022"
"4234","McCoy, Kathy","The Teenage Body Book","North East","Texas",NA,"December 2021"
"4235","McCullough, Joy","Blood Water Paint","Indian River County School","Florida",NA,"November 2021"
"4236","McDaniel, Breanna J.","Hands Up!","Central York","Pennsylvania",NA,"September 2021"
"4237","McDonough, Yona Zeldis","What Was the Underground Railroad? (What was...? Series)","Central York","Pennsylvania",NA,"September 2021"
"4238","McGhee, Holly M.","Come with Me","Central York","Pennsylvania",NA,"September 2021"
"4239","McGinnis, Mindy","Heroine","Rockwood","Missouri",NA,"October 2021"
"4240","McIlwain, Charlton D.","Black Software: The Internet & Racial Justice, from the Afronet to Black Lives Matter","Indian River County School","Florida",NA,"November 2021"
"4241","McIntosh, Kenneth","Gender Issues (Living with a Special Need)","North East","Texas",NA,"December 2021"
"4242","McKay, Hilary","Lulu and the Duck in the Park (Lulu Series)","Central York","Pennsylvania",NA,"September 2021"
"4243","McLemore, Anna-Marie","When the Moon Was Ours","Granbury Independent School District","Texas",NA,"January 2022"
"4244","McLemore, Anna-Marie","When the Moon Was Ours","North East","Texas",NA,"December 2021"
"4245","McManis, Charlene Willing","Indian No More","Central York","Pennsylvania",NA,"September 2021"
"4246","McMann, Lisa","Fade (Wake Series)","Fredericksburg ISD","Texas",NA,"March 2022"
"4247","McNeil, Gretchen","#MurderTrending (MurderTrending Series)","Goddard Public Schools","Kansas",NA,"November 2021"
"4248","McQuinn, Anna","Lola at the Library (Lola Series)","Central York","Pennsylvania",NA,"September 2021"
"4249","McQuinn, Anna","Lola at the Library with Mommy (Lola Series)","Central York","Pennsylvania",NA,"September 2021"
"4250","McQuinn, Anna","Lola Gets a Cat (Lola Series)","Central York","Pennsylvania",NA,"September 2021"
"4251","McQuinn, Anna","Lola Goes to School (Lola Series)","Central York","Pennsylvania",NA,"September 2021"
"4252","McQuinn, Anna","Lola Loves Stories (Lola Series)","Central York","Pennsylvania",NA,"September 2021"
"4253","McQuinn, Anna","Lola Loves Stories with Daddy (Lola Series)","Central York","Pennsylvania",NA,"September 2021"
"4254","McQuinn, Anna","Lola Plants a Garden (Lola Series)","Central York","Pennsylvania",NA,"September 2021"
"4255","McQuinn, Anna","Lola Reads to Leo (Lola Series)","Central York","Pennsylvania",NA,"September 2021"
"4256","McQuinn, Anna","Lola Sleeps Over (Lola Series)","Central York","Pennsylvania",NA,"September 2021"
"4257","Mead, Richelle","Vampire Academy (Vampire Academy Series)","Indian River County School","Florida",NA,"November 2021"
"4258","Meddour, Wendy","Lubna and Pebble","Central York","Pennsylvania",NA,"September 2021"
"4259","Medina, Meg","Burn Baby Burn","Middlebury Community Schools","Indiana",NA,"Fall 2021"
"4260","Medina, Meg","Mango, Abuela, and Me","Central York","Pennsylvania",NA,"September 2021"
"4261","Medina, Meg","Yaqui Delgado Wants to Kick Your Ass","Indian River County School","Florida",NA,"November 2021"
"4262","Medina, Nico","What Was Stonewall? (What was...? Series)","Central York","Pennsylvania",NA,"September 2021"
"4263","Medina, Nico","Who Was Aretha Franklin? (Who was...? Series)","Central York","Pennsylvania",NA,"September 2021"
"4264","Medina, Tony","I Am Alfonso Jones","Indian River County School","Florida",NA,"November 2021"
"4265","Melleby, Nicole","In the Role of Brie Hutchens...","North East","Texas",NA,"December 2021"
"4266","Meltzer, Brad","I am Martin Luther King, Jr.","Central York","Pennsylvania",NA,"September 2021"
"4267","Meltzer, Brad","I Am Rosa Parks","Central York","Pennsylvania",NA,"September 2021"
"4268","Melvin, Leland","Chasing Space Young Readers' Edition","Central York","Pennsylvania",NA,"September 2021"
"4269","Memory, Jelani","A Kids Book About Racism","Central York","Pennsylvania",NA,"September 2021"
"4270","Mendez, Yamile Saied","¿De Dónde Eres?/Where Are You From?","Central York","Pennsylvania",NA,"September 2021"
"4271","Mesrobian, Carrie","Cut Both Ways","North East","Texas",NA,"December 2021"
"4272","Mesrobian, Carrie","Cut Both Ways","Prosper ISD","Texas",NA,"March 2022"
"4273","Mesrobian, Carrie","Perfectly Good White Boy","Fredericksburg ISD","Texas",NA,"March 2022"
"4274","Mesrobian, Carrie","Sex & Violence","Fredericksburg ISD","Texas",NA,"March 2022"
"4275","Meyer, Marissa","Fairest: Levana's Story (The Lunar Chronicles Series)","Bristow Public Schools","Oklahoma",NA,"October 2021"
"4276","Meyer, Stephenie","Eclipse (Twilight Series)","Bristow Public Schools","Oklahoma",NA,"October 2021"
"4277","Meyer, Stephenie","Eclipse (Twilight Series)","Bristow Public Schools","Oklahoma",NA,"October 2021"
"4278","Mian, Zanib","Planet Omar: Accidental Trouble Magnet (Planet Omar Series)","Central York","Pennsylvania",NA,"September 2021"
"4279","Mian, Zanib","Planet Omar: Epic Hero Flop (Planet Omar Series)","Central York","Pennsylvania",NA,"September 2021"
"4280","Mian, Zanib","Planet Omar: Incredible Rescue Mission (Planet Omar Series)","Central York","Pennsylvania",NA,"September 2021"
"4281","Mian, Zanib","Planet Omar: Unexpected Super Spy (Planet Omar Series)","Central York","Pennsylvania",NA,"September 2021"
"4282","Miedoso, Andrés","Beware the Werewolf (Desmond Cole Ghost Patrol Series)","Central York","Pennsylvania",NA,"September 2021"
"4283","Miedoso, Andrés","Campfire Stories (Desmond Cole Ghost Patrol Series)","Central York","Pennsylvania",NA,"September 2021"
"4284","Miedoso, Andrés","Escape from the Roller Ghoster (Desmond Cole Ghost Patrol Series)","Central York","Pennsylvania",NA,"September 2021"
"4285","Miedoso, Andrés","Ghosts Don't Ride Bikes, Do They? (Desmond Cole Ghost Patrol Series)","Central York","Pennsylvania",NA,"September 2021"
"4286","Miedoso, Andrés","Ghouls Just Want to Have Fun (Desmond Cole Ghost Patrol Series)","Central York","Pennsylvania",NA,"September 2021"
"4287","Miedoso, Andrés","Major Monster Mess (Desmond Cole Ghost Patrol Series)","Central York","Pennsylvania",NA,"September 2021"
"4288","Miedoso, Andrés","Night of the Zombie Zookeeper (Desmond Cole Ghost Patrol Series)","Central York","Pennsylvania",NA,"September 2021"
"4289","Miedoso, Andrés","Now Museum, Now You Don't (Desmond Cole Ghost Patrol Series)","Central York","Pennsylvania",NA,"September 2021"
"4290","Miedoso, Andrés","Surf's Up, Creepy Stuff! (Desmond Cole Ghost Patrol Series)","Central York","Pennsylvania",NA,"September 2021"
"4291","Miedoso, Andrés","The Haunted House Next Door (Desmond Cole Ghost Patrol Series)","Central York","Pennsylvania",NA,"September 2021"
"4292","Miedoso, Andrés","The Scary Library Shusher (Desmond Cole Ghost Patrol Series)","Central York","Pennsylvania",NA,"September 2021"
"4293","Miedoso, Andrés","The Sleepwalking Snowman (Desmond Cole Ghost Patrol Series)","Central York","Pennsylvania",NA,"September 2021"
"4294","Miedoso, Andrés","The Vampire Ate My Homework (Desmond Cole Ghost Patrol Series)","Central York","Pennsylvania",NA,"September 2021"
"4295","Miedoso, Andrés","Who Wants I Scream? (Desmond Cole Ghost Patrol Series)","Central York","Pennsylvania",NA,"September 2021"
"4296","Miller, J. P.","Brave Leaders and Activists","Indian River County School","Florida",NA,"November 2021"
"4297","Miller, Sharee","Don't Touch My Hair!","Central York","Pennsylvania",NA,"September 2021"
"4298","Millner, Denene","Early Sunday Morning","Central York","Pennsylvania",NA,"September 2021"
"4299","Mitchell, Saundra","All the Things We Do in the Dark","Granbury Independent School District","Texas",NA,"January 2022"
"4300","Mitchell, Saundra","All the Things We Do in the Dark","North East","Texas",NA,"December 2021"
"4301","Mochizuki, Ken","Baseball Saved Us","Indian River County School","Florida",NA,"November 2021"
"4302","Mooney, Carla","Should Abortion Be Legal?","North East","Texas",NA,"December 2021"
"4303","Moore Jr., Eddie","The Guide for White Women Who Teach Black Boys","Central York","Pennsylvania",NA,"September 2021"
"4304","Moore, Alan","V for Vendetta","Granbury Independent School District","Texas",NA,"January 2022"
"4305","Moore, Alan","V for Vendetta","Leander","Texas",NA,"Fall 2021"
"4306","Moore, Alan","V for Vendetta","North East","Texas",NA,"December 2021"
"4307","Mora, Oge","Saturday","Central York","Pennsylvania",NA,"September 2021"
"4308","Mora, Oge","Thank You, Omu!","Central York","Pennsylvania",NA,"September 2021"
"4309","Morales, Yuyi","Dreamers","Central York","Pennsylvania",NA,"September 2021"
"4310","Morales, Yuyi","Niño Wrestles the World (Niño Series)","Central York","Pennsylvania",NA,"September 2021"
"4311","Morris, Monique W.","Pushout: The Criminalization of Black Girls in Schools","Central York","Pennsylvania",NA,"September 2021"
"4312","Morrison, Toni","Beloved","Indian River County School","Florida",NA,"November 2021"
"4313","Morrison, Toni","Beloved","Polk County Schools","Florida",NA,"January 2022"
"4314","Morrison, Toni","Beloved","Klein ISD","Texas",NA,"Fall 2021"
"4315","Morrison, Toni","Peeny Butter Fudge","Central York","Pennsylvania",NA,"September 2021"
"4316","Morrison, Toni","The Bluest Eye","Indian River County School","Florida",NA,"November 2021"
"4317","Morrison, Toni","The Bluest Eye","Polk County Schools","Florida",NA,"January 2022"
"4318","Morrison, Toni","The Bluest Eye","Forsyth County Schools","Georgia",NA,"January 2022"
"4319","Morrison, Toni","The Bluest Eye","Goddard Public Schools","Kansas",NA,"November 2021"
"4320","Morrison, Toni","The Bluest Eye","Wentzville","Missouri",NA,"January 2022"
